t0,10/7/2021  20:03:56.920829
10/7/2021  20:04:00.080829,0.440653
10/7/2021  20:04:00.090829,0.447879
10/7/2021  20:04:00.100829,0.455762
10/7/2021  20:04:00.110829,0.461346
10/7/2021  20:04:00.120829,0.452477
10/7/2021  20:04:00.130829,0.460689
10/7/2021  20:04:00.140829,0.461674
10/7/2021  20:04:00.150829,0.456090
10/7/2021  20:04:00.160829,0.447222
10/7/2021  20:04:00.170829,0.445251
10/7/2021  20:04:00.180829,0.443281
10/7/2021  20:04:00.190829,0.438025
10/7/2021  20:04:00.200829,0.439011
10/7/2021  20:04:00.210829,0.439996
10/7/2021  20:04:00.220829,0.450178
10/7/2021  20:04:00.230829,0.459047
10/7/2021  20:04:00.240829,0.461674
10/7/2021  20:04:00.250829,0.458718
10/7/2021  20:04:00.260829,0.452149
10/7/2021  20:04:00.270829,0.447222
10/7/2021  20:04:00.280829,0.443938
10/7/2021  20:04:00.290829,0.437369
10/7/2021  20:04:00.300829,0.439996
10/7/2021  20:04:00.310829,0.437697
10/7/2021  20:04:00.320829,0.439996
10/7/2021  20:04:00.330829,0.439339
10/7/2021  20:04:00.340829,0.439011
10/7/2021  20:04:00.350829,0.440653
10/7/2021  20:04:00.360829,0.442295
10/7/2021  20:04:00.370829,0.448536
10/7/2021  20:04:00.380829,0.457733
10/7/2021  20:04:00.390829,0.462660
10/7/2021  20:04:00.400829,0.460032
10/7/2021  20:04:00.410829,0.453134
10/7/2021  20:04:00.420829,0.456747
10/7/2021  20:04:00.430829,0.445908
10/7/2021  20:04:00.440829,0.446565
10/7/2021  20:04:00.450829,0.442624
10/7/2021  20:04:00.460829,0.440325
10/7/2021  20:04:00.470829,0.439668
10/7/2021  20:04:00.480829,0.439339
10/7/2021  20:04:00.490829,0.439996
10/7/2021  20:04:00.500829,0.439996
10/7/2021  20:04:00.510829,0.439996
10/7/2021  20:04:00.520829,0.438682
10/7/2021  20:04:00.530829,0.439996
10/7/2021  20:04:00.540829,0.441310
10/7/2021  20:04:00.550829,0.440982
10/7/2021  20:04:00.560829,0.438682
10/7/2021  20:04:00.570829,0.439996
10/7/2021  20:04:00.580829,0.445580
10/7/2021  20:04:00.590829,0.451821
10/7/2021  20:04:00.600829,0.460360
10/7/2021  20:04:00.610829,0.461346
10/7/2021  20:04:00.620829,0.455105
10/7/2021  20:04:00.630829,0.450507
10/7/2021  20:04:00.640829,0.447551
10/7/2021  20:04:00.650829,0.441310
10/7/2021  20:04:00.660829,0.440653
10/7/2021  20:04:00.670829,0.440325
10/7/2021  20:04:00.680829,0.438682
10/7/2021  20:04:00.690829,0.440653
10/7/2021  20:04:00.700829,0.441967
10/7/2021  20:04:00.710829,0.441638
10/7/2021  20:04:00.720829,0.438025
10/7/2021  20:04:00.730829,0.440325
10/7/2021  20:04:00.740829,0.443281
10/7/2021  20:04:00.750829,0.451164
10/7/2021  20:04:00.760829,0.457733
10/7/2021  20:04:00.770829,0.462660
10/7/2021  20:04:00.780829,0.461674
10/7/2021  20:04:00.790829,0.453791
10/7/2021  20:04:00.800829,0.449850
10/7/2021  20:04:00.810829,0.445908
10/7/2021  20:04:00.820829,0.448536
10/7/2021  20:04:00.830829,0.444266
10/7/2021  20:04:00.840829,0.439996
10/7/2021  20:04:00.850829,0.440653
10/7/2021  20:04:00.860829,0.440325
10/7/2021  20:04:00.870829,0.440653
10/7/2021  20:04:00.880829,0.442624
10/7/2021  20:04:00.890829,0.439996
10/7/2021  20:04:00.900829,0.440325
10/7/2021  20:04:00.910829,0.441310
10/7/2021  20:04:00.920829,0.439668
10/7/2021  20:04:00.930829,0.440653
10/7/2021  20:04:00.940829,0.444595
10/7/2021  20:04:00.950829,0.450507
10/7/2021  20:04:00.960829,0.459047
10/7/2021  20:04:00.970829,0.462988
10/7/2021  20:04:00.980829,0.458718
10/7/2021  20:04:00.990829,0.451821
10/7/2021  20:04:01.000829,0.449850
10/7/2021  20:04:01.010829,0.445251
10/7/2021  20:04:01.020829,0.439996
10/7/2021  20:04:01.030829,0.439339
10/7/2021  20:04:01.040829,0.439996
10/7/2021  20:04:01.050829,0.446237
10/7/2021  20:04:01.060829,0.452149
10/7/2021  20:04:01.070829,0.460360
10/7/2021  20:04:01.080829,0.464630
10/7/2021  20:04:01.090829,0.460360
10/7/2021  20:04:01.100829,0.449521
10/7/2021  20:04:01.110829,0.448536
10/7/2021  20:04:01.120829,0.440653
10/7/2021  20:04:01.130829,0.441638
10/7/2021  20:04:01.140829,0.441310
10/7/2021  20:04:01.150829,0.448536
10/7/2021  20:04:01.160829,0.455105
10/7/2021  20:04:01.170829,0.462660
10/7/2021  20:04:01.180829,0.462331
10/7/2021  20:04:01.190829,0.457733
10/7/2021  20:04:01.200829,0.448536
10/7/2021  20:04:01.210829,0.446565
10/7/2021  20:04:01.220829,0.440653
10/7/2021  20:04:01.230829,0.441967
10/7/2021  20:04:01.240829,0.442295
10/7/2021  20:04:01.250829,0.440982
10/7/2021  20:04:01.260829,0.441638
10/7/2021  20:04:01.270829,0.444923
10/7/2021  20:04:01.280829,0.450178
10/7/2021  20:04:01.290829,0.457733
10/7/2021  20:04:01.300829,0.464630
10/7/2021  20:04:01.310829,0.461346
10/7/2021  20:04:01.320829,0.439668
10/7/2021  20:04:01.330829,0.439996
10/7/2021  20:04:01.340829,0.439996
10/7/2021  20:04:01.350829,0.440653
10/7/2021  20:04:01.360829,0.440653
10/7/2021  20:04:01.370829,0.442624
10/7/2021  20:04:01.380829,0.439996
10/7/2021  20:04:01.390829,0.439996
10/7/2021  20:04:01.400829,0.439011
10/7/2021  20:04:01.410829,0.446237
10/7/2021  20:04:01.420829,0.438025
10/7/2021  20:04:01.430829,0.441638
10/7/2021  20:04:01.440829,0.440653
10/7/2021  20:04:01.450829,0.446237
10/7/2021  20:04:01.460829,0.454448
10/7/2021  20:04:01.470829,0.462331
10/7/2021  20:04:01.480829,0.463645
10/7/2021  20:04:01.490829,0.458061
10/7/2021  20:04:01.500829,0.449193
10/7/2021  20:04:01.510829,0.448536
